𝜆,FI*,t1*
44.5942066741741741,.461463007010863360e-1,.108941557041794448e-1
44.6444648238238244,.461463037155191019e-1,.108818920863803376e-1
44.6935118658658652,.461463066090208526e-1,.108699505798315627e-1
44.7466793768768767,.461463096926318303e-1,.108570354234357857e-1
44.7926840560560535,.461463123170650150e-1,.108458849588909199e-1
44.8455221026026010,.461463152820818512e-1,.108331064655360094e-1
44.8951926441441458,.461463180221341196e-1,.108211214317826179e-1
44.9443834224224190,.461463206913748369e-1,.108092782627581350e-1
44.9936133323323304,.461463233192769343e-1,.107974515936040856e-1
45.0438247242242227,.461463259555161057e-1,.107854157637804326e-1
45.0970479584584609,.461463287021299171e-1,.107726872409172197e-1
45.1458484524524550,.461463311780403937e-1,.107610428009311272e-1
45.1940208063063054,.461463335828978874e-1,.107495729023088325e-1
45.2455162597597607,.461463361113040871e-1,.107373387731230265e-1
45.2968996121121137,.461463385913159913e-1,.107251589968820598e-1
45.3430192222222246,.461463407813882190e-1,.107142504275193617e-1
45.3976512262262233,.461463433324973207e-1,.107013571128883808e-1
45.4433647537537553,.461463454317349100e-1,.106905924032204124e-1
45.4968318588588616,.461463478467850560e-1,.106780293077118008e-1
45.5478610310310330,.461463501119186020e-1,.106660665531928666e-1
45.5934240035035003,.461463521021093920e-1,.106554078631793895e-1
45.6446643313313345,.461463543044719829e-1,.106434464686138066e-1
45.6962443133133149,.461463564837659018e-1,.106314328739140224e-1
45.7475791446446465,.461463586158164379e-1,.106195032706748616e-1
45.7951731046046078,.461463605601723156e-1,.106084668901800534e-1
45.8444538933933927,.461463625411969516e-1,.105970635010845630e-1
45.8954201556556569,.461463645560307931e-1,.105852958552183594e-1
45.9462229684684687,.461463665306251630e-1,.105735919253668927e-1
45.9984799059059029,.461463685271498586e-1,.105615799638295749e-1
46.0445078448448442,.461463702571133644e-1,.105510224019494548e-1
46.0963244024024021,.461463721731459747e-1,.105391623117488328e-1
46.1483537237237229,.461463740640345524e-1,.105272803166294518e-1
46.1984936156156181,.461463758554880379e-1,.105158551318935076e-1
46.2440254409409377,.461463774565619295e-1,.105055014309800767e-1
46.2981671851851857,.461463793290354182e-1,.104932163803145434e-1
46.3440323443443418,.461463808890402449e-1,.104828317853136836e-1
46.3973844279279248,.461463826739420963e-1,.104707778605176334e-1
46.4446100620620612,.461463842276145439e-1,.104601311971572533e-1
46.4964240675675669,.461463859043363955e-1,.104484749978318719e-1
46.5457632537537549,.461463874742784816e-1,.104373996576304657e-1
46.5972435185185176,.461463890850550701e-1,.104258687014942703e-1
46.6445184719719705,.461463905401009178e-1,.104153021001296194e-1
46.6955108958958931,.461463920840719036e-1,.104039285751405027e-1
46.7484776931931947,.461463936602772365e-1,.103921409474668023e-1
46.7945854459459483,.461463950098938633e-1,.103819015053126622e-1
46.8443830820820821,.461463964444054006e-1,.103708652654603845e-1
46.8958289129129113,.461463979016001544e-1,.103594883614817959e-1
46.9461586216216205,.461463993032026135e-1,.103483824066746954e-1
46.9948552027027020,.461464006371258006e-1,.103376594644070136e-1
47.0489244534534521,.461464020930721849e-1,.103257794676164198e-1
47.0975080800800825,.461464033791095032e-1,.103151280257823327e-1
47.1493814714714716,.461464047294323984e-1,.103037795661001658e-1
47.1963864739739734,.461464059330237292e-1,.102935177165939702e-1
47.2477753573573551,.461464072274670456e-1,.102823221654292554e-1
47.2961282917917885,.461464084253559309e-1,.102718102370449212e-1
47.3466710405405422,.461464096570268559e-1,.102608451917533591e-1
47.3960858158158160,.461464108413146973e-1,.102501474623255210e-1
47.4478185060060085,.461464120604297284e-1,.102389718032367388e-1
47.4976432352352376,.461464132148746431e-1,.102282313269005457e-1
47.5485962172172165,.461464143757980699e-1,.102172709157429646e-1
47.5991272827827814,.461464155077987367e-1,.102064244346941300e-1
47.6455600840840816,.461464165313128644e-1,.101964779265501237e-1
47.6987773143143130,.461464176850574503e-1,.101851019193760790e-1
47.7463754394394400,.461464186997836215e-1,.101749485647889895e-1
47.7971249684684665,.461464197641055715e-1,.101641452437683001e-1
47.8456987432432399,.461464207660719911e-1,.101538265502762338e-1
47.8996336776776772,.461464218597834250e-1,.101423934850443584e-1
47.9463373678678693,.461464227911011424e-1,.101325140690851322e-1
47.9993464739739721,.461464238307363189e-1,.101213241356141355e-1
48.0476585195195227,.461464247623826762e-1,.101111472301570957e-1
48.1005043048048080,.461464257644223080e-1,.101000387039325325e-1
48.1461012802802770,.461464266149405264e-1,.100904735204565624e-1
48.1980309129129125,.461464275679667954e-1,.100796019339030925e-1
48.2481923743743764,.461464284730111127e-1,.100691227366799651e-1
48.2983210665665652,.461464293624718677e-1,.100586721290191767e-1
48.3482653443443411,.461464302340023821e-1,.100482815169680093e-1
48.3962461596596611,.461464310577156256e-1,.100383195879243329e-1
48.4481146916916927,.461464319334770820e-1,.100275726716913174e-1
48.4975491636636633,.461464327541662930e-1,.100173514746047711e-1
48.5495766176176176,.461464336034208208e-1,.100066166255796778e-1
48.5966739919919917,.461464343596024451e-1,.999691882216507087e-2
48.6487254074074045,.461464351816299120e-1,.998622277596022262e-2
48.6985815930930954,.461464359557281351e-1,.997599926475028868e-2
48.7483164274274259,.461464367152303392e-1,.996582147176316123e-2
48.8002646546546544,.461464374952031825e-1,.995521287679413010e-2
48.8481108683683658,.461464382017356886e-1,.994546193364747970e-2
48.8971119359359392,.461464389137361958e-1,.993549541189881445e-2
48.9512149369369354,.461464396864777263e-1,.992451436383767240e-2
49.0002007727727715,.461464403742118043e-1,.991459284021980157e-2
49.0502979654654681,.461464410660296642e-1,.990446671901723877e-2
49.1012455200200222,.461464417578415706e-1,.989418990531515212e-2
49.1480762367367348,.461464423834711326e-1,.988476230575163241e-2
49.1979962642642619,.461464430397052830e-1,.987473255161274398e-2
49.2475362972972945,.461464436802376324e-1,.986479924520265207e-2
49.3005287337337350,.461464443538000257e-1,.985419579204884107e-2
49.3472922632632631,.461464449383873626e-1,.984485761826292202e-2
49.4012476686686668,.461464456016541652e-1,.983410526951546647e-2
49.4499382622622647,.461464461900471939e-1,.982442224395592596e-2
49.4981150595595594,.461464467629075711e-1,.981486014484458415e-2
49.5499205935935905,.461464473687375823e-1,.980459856304397373e-2
49.6019356916916934,.461464479665835495e-1,.979431703496871572e-2
49.6492617292292309,.461464485016017389e-1,.978498108310061482e-2
49.6995198788788812,.461464490606021058e-1,.977508618254521906e-2
49.7485669209209220,.461464495971768557e-1,.976544900130047605e-2
49.8017344319319335,.461464501690056969e-1,.975502363535261582e-2
49.8477391111111103,.461464506556839987e-1,.974602074128441166e-2
49.9005771576576578,.461464512055205570e-1,.973570107078698156e-2
49.9502476991992026,.461464517136393818e-1,.972601994557482398e-2
50.,.461464522142304712e-1,.971634216614690460e-2
